Title,Genre,Theme,Mode,Perspective,Source, File Location,Status,Difficulty (out of 5),Game Length (in hours),File Size (in GB),Top 100,Single-Player,Open World,Action RPG,Action-Adventure,Other,Best Lists,IGN,IGDB,OpenCritic,MetaCritic,GameRankings,Avg. Score,Personal Rating,Owned?,MapGenie?,Save Wizard?,Comments,,,
Soulcalibur: Broken Destiny,Fighting,Action,"Single Player, Multiplayer","Third Person, Side View",Playstation Plus,Drive 3,Unplayed,3.00,27.50,0.40,,,,,,,0,8.00,8.60,N/A,8.00,7.97,8.14,,Y,N,N,,,,
Souldiers,"Platform, Role-playing (RPG), Adventure, Indie","Action, Fantasy",Single Player,Side View,Digital Download,Drive 4,Unplayed,4.22,65.33,1.95,,,,,,,0,6.80,7.80,7.60,7.70,N/A,7.48,,Y,N,Y,,,,
Source of Madness,"Platform, Role-playing (RPG), Adventure","Action, Fantasy, Horror, Mystery","Single Player, Multiplayer",Side View,Playstation Plus,Drive 4,Unplayed,3.33,36.17,5.30,,,,,,,0,5.60,6.00,6.50,6.70,N/A,6.20,0,Y,N,Y,,,,
South of the Circle,"Point-and-click, Adventure","Drama, Warfare, Romance",Single Player,Third Person,Digital Download,Drive 4,Unplayed,1.00,5.32,4.79,,,,,,,0,7.30,9.00,7.50,7.50,N/A,7.83,,Y,N,N,,,,
South Park: The Fractured But Whole,"Role-playing (RPG), Strategy, Adventure","Action, Comedy",Single Player,Side View,Playstation Plus,Drive 1,In-Progress,2.78,28.00,32.44,,,,,,,0,8.50,8.50,8.20,7.90,8.09,8.24,3,Y,N,Y,,,,
South Park: The Stick of Truth,"Role-playing (RPG), Strategy, Adventure","Action, Fantasy, Comedy, Open World",Single Player,"Third Person, Side View",Playstation Plus,Drive 1,Completed,2.58,21.00,5.58,,,,,,,0,9.00,8.00,8.50,8.50,N/A,8.50,3,Y,Y,Y,,,,
Space Engineers,"Shooter, Simulator, Strategy, Adventure, Indie","Action, Science Fiction, Sandbox","Single Player, Multiplayer, Co-operative","First Person, Third Person",Digital Download,Drive 3,Unplayed,3.64,371.00,17.29,,,,,,,0,6.00,8.00,7.10,6.80,N/A,6.98,,Y,N,N,,,,
Space Gladiators,"Fighting, Platform, Role-playing (RPG), Hack and Slash/Beat 'em up, Indie, Arcade","Action, Science Fiction",Single Player,Side View,N/A,N/A,N/A,3.00,11.47,N/A,,,,,,,0,9.00,8.70,7.80,7.00,N/A,8.13,,N,N,N,,,,
Space Hulk: Deathwing - Enhanced Edition,"Shooter, Adventure","Action, Science Fiction","Single Player, Multiplayer, Co-operative",,Playstation Plus,Drive 2,Unplayed,3.50,16.00,19.60,,,,,,,0,6.40,6.60,5.60,5.80,5.10,5.90,0,Y,N,N,,,,
SpellForce III Reforced,"Real Time Strategy (RTS), Role-playing (RPG), Strategy","Action, Fantasy","Single Player, Multiplayer, Co-operative",Bird view/Isometric,Playstation Plus,Drive 1,Unplayed,3.25,84.50,16.05,,,,,,,0,6.50,8.00,7.50,7.00,N/A,7.25,0,Y,N,Y,,,,
Spelunky,"Platform, Adventure, Indie","Action, Fantasy, Survival","Single Player, Multiplayer, Co-operative",Side View,Digital Download,Drive 4,Unplayed,4.26,94.00,0.32,,,,,,,0,9.00,9.10,8.70,8.70,8.60,8.82,,Y,N,N,,,,
Spelunky 2,"Platform, Adventure, Indie","Action, Fantasy, Science Fiction","Single Player, Multiplayer, Co-operative",Side View,N/A,N/A,N/A,4.75,172.00,1.00,,,,,,,0,10.00,8.70,8.80,8.70,N/A,9.05,,N,N,N,,,,
Spike Volleyball,"Simulator, Sport",,"Single Player, Multiplayer, Split Screen","Third Person, Bird view/Isometric",Digital Download,Drive 1,Unplayed,3.50,???,5.45,,,,,,,0,3.50,N/A,3.70,3.40,N/A,3.53,0,Y,N,N,,,,
Spirit Hunter: Death Mark,"Adventure, Visual Novel","Horror, Survival, Mystery",Single Player,"First Person, Text",N/A,N/A,N/A,2.59,38.78,N/A,,,,,,,0,7.00,7.00,7.25,7.70,8.38,7.47,0,N,N,Y,,,,
Spirit Hunter: NG,"Adventure, Visual Novel","Horror, Mystery",Single Player,"Side View, Text",N/A,N/A,N/A,2.90,25.92,N/A,,,,,,,0,8.30,9.00,8.20,7.30,8.83,8.33,,N,N,N,,,,
Spirit of the North,"Puzzle, Adventure, Indie","Action, Mystery",Single Player,Third Person,Digital Download,Drive 4,Unplayed,2.37,13.78,3.72,,,,,,,0,6.50,7.00,6.20,6.40,N/A,6.53,,Y,N,N,,,,
Spiritfarer,"Platform, Simulator, Adventure, Indie","Action, Fantasy","Single Player, Multiplayer, Co-operative",Side View,Digital Download,Drive 4,Unplayed,2.07,43.00,8.37,,,,,,,0,9.00,8.80,8.70,8.40,N/A,8.73,,Y,N,Y,,,,
Spyro Reignited Trilogy,"Platform, Adventure","Action, Comedy",Single Player,"Third Person, Bird view/Isometric",Digital Download,Drive 3,Unplayed,2.84,70.75,36.23,,,,,,,0,8.50,8.40,8.10,8.20,8.32,8.30,,Y,N,N,"Contains the following:
• Spyro the Dragon
• Spyro: Ripto's Rage
• Spyro: Year of the Dragon",,,
STALKER: Call of Prypiat,"Shooter, Role-playing (RPG)","Action, Horror, Survival","Single Player, Multiplayer",First Person,Digital Download,Drive 3,Unplayed,3.50,31.50,10.61,,,,,,,0,8.20,7.90,N/A,8.00,8.07,8.04,,Y,N,N,,,,
STALKER: Clear Sky,"Shooter, Role-playing (RPG)","Action, Horror, Survival, Stealth, Open World","Single Player, Multiplayer",First Person,Digital Download,Drive 3,Unplayed,3.47,35.50,13.52,,,,,,,0,7.30,8.20,N/A,7.50,7.40,7.60,,Y,N,N,,,,
STALKER: Shadow of Chernobyl,"Shooter, Role-playing (RPG)","Action, Science Fiction, Horror, Survival, Stealth, Sandbox, Open World","Single Player, Multiplayer",First Person,Digital Download,Drive 3,Unplayed,4.00,42.00,12.39,,,,,,,0,8.20,8.00,N/A,8.20,8.27,8.17,,Y,N,N,,,,
Star Ocean First Departure R,"Role-playing (RPG), Adventure","Fantasy, Science Fiction",Single Player,Bird view/Isometric,Digital Download,Drive 2,Unplayed,3.15,71.32,4.54,,,,,,,0,7.00,7.40,7.30,7.30,7.69,7.34,,Y,N,Y,,,,
Star Ocean the Second Story R,"Role-playing (RPG), Adventure","Action, Science Fiction, Kids",Single Player,Third Person,N/A,N/A,N/A,3.18,179.95,15.16,,,,,,,0,8.30,8.30,8.50,8.60,7.87,8.31,0,N,N,N,,,,
Star Ocean Till the End of Time,"Role-playing (RPG), Adventure","Action, Science Fiction",Single Player,Third Person,N/A,N/A,N/A,3.41,670.47,N/A,,,,,,,0,9.00,7.50,7.00,8.00,6.67,7.63,,N,N,N,,,,
Star Ocean: Integrity and Faithlessness,"Role-playing (RPG), Adventure","Action, Fantasy, Science Fiction",Single Player,Third Person,N/A,N/A,N/A,2.89,172.33,N/A,,,,,,,0,5.80,6.00,6.00,5.80,5.84,5.89,0,N,N,Y,,,,
Star Ocean: The Divine Force,"Role-playing (RPG), Adventure","Action, Fantasy, Science Fiction",Single Player,Third Person,Digital Download,Drive 2,Unplayed,2.91,84.00,38.00,,,,,,,0,7.00,6.60,7.10,6.90,N/A,6.90,,Y,N,Y,,,,
Star Ocean: The Last Hope 4K and HD Full Remaster,"Role-playing (RPG), Adventure","Action, Science Fiction",Single Player,Third Person,N/A,N/A,N/A,3.19,468.98,N/A,,,,,,,0,8.00,7.00,7.20,7.20,7.25,7.33,,N,N,Y,,,,
Star Renegades,"Role-playing (RPG), Strategy, Turn-based Strategy (TBS), Indie","Fantasy, Science Fiction",Single Player,Side View,Digital Download,Drive 4,Unplayed,4.14,79.87,3.01,,,,,,,0,7.70,7.50,7.70,7.70,N/A,7.65,,Y,N,Y,,,,
Star Trek: Resurgence,Adventure,"Fantasy, Science Fiction, Stealth",Single Player,Third Person,N/A,N/A,N/A,3.14,17.18,N/A,,,,,,,0,7.00,6.90,7.10,7.10,N/A,7.03,,N,N,N,,,,
Star Wars Battlefront,Shooter,"Action, Science Fiction","Single Player, Multiplayer, Co-operative","First Person, Third Person",Digital Download,Drive 3,Unplayed,2.89,129.63,43.86,,,,,,,0,8.00,6.80,7.10,7.30,7.43,7.33,0,Y,N,N,,,,
Star Wars Battlefront II,"Shooter, Adventure","Action, Fantasy, Science Fiction","Single Player, Multiplayer, Co-operative","First Person, Third Person",Digital Download,Drive 3,Unplayed,2.80,66.00,115.90,,,,,,,0,8.80,7.20,6.80,6.80,6.53,7.23,,Y,N,N,,,,
Star Wars Jedi Knight - Jedi Academy,"Shooter, Adventure","Action, Science Fiction","Single Player, Multiplayer","First Person, Third Person",Digital Download,Drive 3,Unplayed,3.08,21.40,3.10,,,,,,,0,8.00,6.90,6.70,8.10,7.52,7.44,,Y,N,N,,,,
Star Wars Jedi Knight II - Jedi Outcast,"Shooter, Adventure","Action, Science Fiction","Single Player, Multiplayer","First Person, Third Person",Digital Download,Drive 3,Unplayed,3.76,27.40,1.96,,,,,,,0,9.00,7.30,6.20,8.90,7.92,7.86,,Y,N,N,,,,
Star Wars Jedi: Survivor,Adventure,"Action, Fantasy, Science Fiction",Single Player,Third Person,Playstation Plus,Drive 3,Unplayed,4.00,54.50,49.14,,1,,,,,1,9.00,8.50,8.40,8.50,N/A,8.60,0,Y,Y,Y,,,,
Star Wars Republic Commando,"Shooter, Tactical, Adventure","Action, Science Fiction","Single Player, Multiplayer",First Person,Digital Download,Drive 3,Unplayed,3.14,11.00,1.76,,,,,,,0,8.20,8.10,7.00,7.80,8.04,7.83,,Y,N,N,,,,
Star Wars: Dark Forces Remaster,"Shooter, Adventure","Action, Science Fiction",Single Player,First Person,N/A,N/A,N/A,3.00,13.50,1.72,,,,,,,0,5.00,8.20,8.20,7.80,5.96,7.03,,N,N,N,,,,
Star Wars: Squadrons,"Shooter, Simulator","Action, Science Fiction, Warfare","Single Player, Multiplayer, Co-operative","First Person, Virtual Reality",Digital Download,Drive 3,Unplayed,3.66,29.00,23.79,,,,,,,0,8.00,8.10,7.90,7.90,N/A,7.98,0,Y,N,N,,,,
Stardew Valley,"Role-playing (RPG), Simulator, Strategy, Indie","Fantasy, Business, Sandbox, Romance","Single Player, Multiplayer, Co-operative",Bird view/Isometric,Digital Download,Drive 3,Unplayed,2.73,166.00,0.53,,,,,,,0,10.00,9.10,9.00,8.90,N/A,9.25,,Y,N,Y,,,,
Starlight Legacy,"Role-playing (RPG), Turn-based Strategy (TBS), Adventure, Indie","Action, Fantasy",Single Player,Bird view/Isometric,N/A,N/A,N/A,3.00,10.60,N/A,,,,,,,0,8.00,N/A,7.90,8.25,N/A,8.05,,N,N,N,,,,
Starlink: Battle for Atlas,"Shooter, Real Time Strategy (RTS), Role-playing (RPG), Simulator, Strategy, Adventure, Arcade","Action, Science Fiction","Single Player, Multiplayer, Co-operative, Split Screen",Third Person,Playstation Plus,Drive 2,Unplayed,3.08,201.13,25.21,,,,,,,0,7.00,7.60,7.60,7.40,6.97,7.31,,Y,N,Y,,,,
Starsand,"Simulator, Adventure","Action, Survival",Single Player,First Person,Digital Download,Drive 4,Unplayed,4.00,58.35,6.69,,,,,,,0,6.00,7.00,7.20,6.00,N/A,6.55,,Y,N,Y,,,,
Starward Rogue,"Shooter, Role-playing (RPG), Adventure, Indie, Arcade","Action, Science Fiction",Single Player,Bird view/Isometric,Digital Download,Drive 3,Unplayed,4.38,3.00,1.17,,,,,,,0,N/A,8.00,8.00,N/A,N/A,8.00,,Y,N,N,,,,
State of Mind,"Puzzle, Adventure, Indie","Action, Science Fiction, Thriller",Single Player,Third Person,Digital Download,Drive 2,Unplayed,4.00,13.00,13.71,,,,,,,0,6.80,6.90,6.80,6.90,6.79,6.84,,Y,N,N,,,,
Stay Out of the House,"Shooter, Puzzle, Simulator, Adventure, Indie","Action, Horror",Single Player,First Person,N/A,N/A,N/A,4.00,16.80,N/A,,,,,,,0,8.60,9.60,8.40,8.00,N/A,8.65,,N,N,N,,,,
Steamworld Dig,"Platform, Puzzle, Adventure, Indie",Action,Single Player,Side View,Digital Download,Drive 4,Unplayed,2.79,19.37,0.12,,,,,,,0,9.50,8.10,8.20,8.20,8.38,8.48,0,Y,N,Y,,,,
Steamworld Dig 2,"Platform, Puzzle, Adventure, Indie","Action, Science Fiction",Single Player,Side View,Digital Download,Drive 4,Unplayed,3.03,21.72,0.27,,,,,,,0,8.80,8.90,8.80,8.80,8.38,8.74,,Y,N,Y,,,,
Steamworld Heist,"Role-playing (RPG), Strategy, Turn-based Strategy (TBS), Adventure, Indie","Action, Science Fiction",Single Player,Side View,Digital Download,Drive 4,Unplayed,3.95,28.25,0.28,,,,,,,0,8.80,8.80,8.60,8.60,8.50,8.66,0,Y,N,N,,,,
Steamworld Heist II,"Role-playing (RPG), Strategy, Adventure, Indie",Action,Single Player,"Bird view/Isometric, Side View",N/A,N/A,N/A,3.50,49.08,N/A,,,,,,,0,8.00,8.70,8.20,8.00,N/A,8.23,,N,N,N,,,,
Steel Assault,"Platform, Adventure, Indie, Arcade","Action, Fantasy",Single Player,Side View,Digital Download,Drive 4,Unplayed,2.91,3.93,0.47,,,,,,,0,6.40,8.10,7.80,7.50,N/A,7.45,0,Y,N,N,,,,
Steel Rats,"Platform, Racing, Arcade","Action, Science Fiction","Single Player, Multiplayer",Side View,Digital Download,Drive 1,Unplayed,3.00,21.00,5.68,,,,,,,0,4.70,5.50,6.80,6.70,6.94,6.13,0,Y,N,Y,,,,
Steins;Gate 0,"Adventure, Visual Novel","Fantasy, Science Fiction, Historical",Single Player,"First Person, Text",N/A,N/A,N/A,1.70,81.85,N/A,,,,,,,0,8.50,8.70,8.30,8.10,8.03,8.33,,N,N,N,,,,
Steins;Gate Elite,"Role-playing (RPG), Adventure, Visual Novel","Action, Science Fiction",Single Player,Text,N/A,N/A,N/A,1.79,110.88,N/A,,,,,,,0,9.00,8.30,8.60,8.60,8.89,8.68,,N,N,N,,,,
Stellaris: Console Edition,"Real Time Strategy (RTS), Simulator, Strategy","Science Fiction, 4X","Single Player, Multiplayer",Bird view/Isometric,Playstation Plus,Drive 3,Unplayed,3.73,337.00,17.69,,,,,,,0,6.30,7.90,8.10,7.80,7.97,7.61,,Y,N,Y,,,,
Stonefly,"Platform, Role-playing (RPG), Adventure, Indie","Action, Fantasy",Single Player,Bird view/Isometric,Digital Download,Drive 4,Unplayed,3.50,14.72,2.01,,,,,,,0,7.00,6.30,6.50,6.40,N/A,6.55,0,Y,N,Y,,,,
Stories: The Path of Destinies,"Role-playing (RPG), Adventure, Indie","Action, Fantasy",Single Player,Bird view/Isometric,N/A,N/A,N/A,2.57,26.52,4.20,,,,,,,0,7.00,7.10,7.40,7.30,7.57,7.27,,N,N,N,,,,
Story of Seasons: Friends of Mineral Town,"Role-playing (RPG), Simulator, Strategy","Fantasy, Business",Single Player,Bird view/Isometric,Playstation Plus,Drive 4,Unplayed,2.40,444.47,1.03,,,,,,,0,8.10,7.60,7.70,6.83,N/A,7.56,0,Y,N,N,,,,
Stranded Deep,"Simulator, Adventure, Indie","Action, Horror, Survival","Single Player, Multiplayer, Co-operative",First Person,Playstation Plus,Drive 1,Completed,3.48,42.00,2.04,1,,,,,,1,5.60,N/A,6.40,6.50,N/A,6.17,2,Y,N,Y,Buggy;  unplayable in some parts.,,,
Stranded: Alien Dawn,"Simulator, Strategy","Science Fiction, Survival",Single Player,Bird view/Isometric,N/A,N/A,Removed,5.00,27.50,16.29,,,,,,,0,9.00,8.40,8.20,8.10,N/A,8.43,0,N,N,N,Removed from PS+ after download.,,,
Strange Brigade,"Shooter, Puzzle, Adventure","Action, Mystery","Single Player, Multiplayer, Co-operative",Bird view/Isometric,Digital Download,Drive 4,Unplayed,3.83,26.00,35.46,,,,,,,0,7.50,7.30,7.40,7.30,7.40,7.38,0,Y,N,Y,,,,
Stranger of Paradise Final Fantasy Origin,"Role-playing (RPG), Adventure","Action, Fantasy","Single Player, Multiplayer, Co-operative",Third Person,N/A,N/A,Removed,3.53,50.50,39.58,,,,,,,0,8.00,7.20,7.20,7.20,N/A,7.40,0,N,N,Y,Removed from PS+ after download,,,
Streets of Rage 4,"Fighting, Hack and Slash/Beat 'em up, Indie, Arcade",Action,"Single Player, Multiplayer, Co-operative",Side View,Digital Download,Drive 2,Unplayed,3.56,26.00,7.98,,,,,,,0,7.00,8.30,8.40,8.40,N/A,8.03,,Y,N,Y,,,,
Strider,"Platform, Hack and Slash/Beat 'em up, Adventure","Action, Science Fiction",Single Player,Side View,Playstation Plus,Drive 4,Unplayed,3.10,27.63,2.92,,,,,,,0,7.50,7.80,7.70,7.70,7.68,7.68,0,Y,N,Y,,,,
"Stubbs the Zombie in ""Rebel without a Pulse""","Hack and Slash/Beat 'em up, Adventure, Indie","Action, Science Fiction, Horror, Comedy","Single Player, Multiplayer, Co-operative",Third Person,Digital Download,Drive 4,Unplayed,3.17,17.07,7.84,,,,,,,0,7.50,6.30,5.70,7.50,7.59,6.92,,Y,N,N,,,,
Styx: Master of Shadows,"Role-playing (RPG), Strategy, Adventure","Action, Fantasy, Stealth",Single Player,Third Person,N/A,N/A,N/A,3.71,42.00,6.50,,,,,,,0,7.20,7.40,6.80,7.10,6.89,7.08,,N,N,Y,,,,
Styx: Shards of Darkness,"Role-playing (RPG), Adventure","Action, Fantasy, Stealth","Single Player, Multiplayer, Co-operative",Third Person,N/A,N/A,N/A,3.42,44.18,9.53,,,,,,,0,7.80,7.10,7.20,7.20,7.13,7.29,,N,N,Y,,,,
Submerged,"Platform, Puzzle, Adventure, Indie","Fantasy, Horror",Single Player,Third Person,Digital Download,Drive 2,Unplayed,2.06,6.00,1.76,,,,,,,0,6.80,5.70,5.40,5.60,6.03,5.91,,Y,N,N,,,,
Submerged: Hidden Depths,"Adventure, Indie",Kids,Single Player,Third Person,Digital Download,Drive 2,Unplayed,1.33,9.00,6.72,,,,,,,0,7.10,7.40,7.30,7.20,N/A,7.25,,Y,N,N,,,,
Submersed,Indie,"Action, Horror, Survival",Single Player,,Digital Download,Drive 4,Unplayed,2.75,6.33,2.37,,,,,,,0,5.60,6.20,5.75,4.40,4.13,5.22,,Y,N,N,,,,
Succubus,Adventure,"Action, Horror, Erotic",Single Player,First Person,Digital Download,Drive 3,Unplayed,3.10,15.00,33.06,,,,,,,0,4.00,6.00,6.10,6.20,N/A,5.58,,Y,N,N,,,,
Sudden Strike 4,"Real Time Strategy (RTS), Simulator, Strategy","Historical, Warfare","Single Player, Multiplayer, Co-operative",Bird view/Isometric,N/A,N/A,N/A,4.00,60.60,6.50,,,,,,,0,6.70,6.60,6.60,7.00,6.69,6.72,,N,N,N,,,,
Suikoden I&II HD Remaster,"Role-playing (RPG), Strategy, Turn-based Strategy (TBS)","Fantasy, Historical",Single Player,Bird view/Isometric,N/A,N/A,N/A,3.14,91.82,N/A,,,,,,,0,9.00,8.50,8.30,8.10,N/A,8.48,,N,N,Y,,,,
Sundered: Eldritch Edition,"Platform, Role-playing (RPG), Adventure, Indie","Action, Fantasy, Horror","Single Player, Multiplayer, Co-operative",Side View,Digital Download,Drive 1,Unplayed,3.61,40.08,4.94,,,,,,,0,7.80,6.10,8.10,7.40,7.15,7.31,,Y,N,Y,,,,
Sunless Skies: Sovereign Edition,"Role-playing (RPG), Strategy, Adventure",Horror,Single Player,Bird view/Isometric,N/A,N/A,N/A,5.00,183.20,N/A,,,,,,,0,6.30,8.60,8.50,8.70,8.73,8.17,,N,N,N,,,,
Super Box Delivery: Beyond the Horizon,"Racing, Simulator, Arcade",Kids,Single Player,Third Person,Digital Download,Drive 1,Unplayed,3.00,4.12,0.34,,,,,,,0,8.40,8.40,7.10,7.00,N/A,7.73,,Y,N,N,,,,
Super Mega Baseball,"Sport, Indie",Comedy,Single Player,Third Person,N/A,N/A,N/A,3.86,18.12,N/A,,,,,,,0,8.10,8.20,8.00,8.50,8.32,8.22,,N,N,N,,,,
SuperEpic: The Entertainment War,"Platform, Adventure, Indie","Action, Comedy",Single Player,Side View,N/A,N/A,N/A,3.33,15.95,N/A,,,,,,,0,6.80,N/A,7.50,7.60,N/A,7.30,0,N,N,N,,,,
Superliminal,"Puzzle, Adventure, Indie","Action, Comedy, Mystery","Single Player, Multiplayer, Co-operative",First Person,N/A,N/A,N/A,3.64,21.48,4.00,,,,,,,0,7.70,8.00,7.50,7.40,6.98,7.52,,N,N,N,,,,
Supraland,"Platform, Puzzle, Adventure, Indie","Action, Comedy, Open World",Single Player,First Person,N/A,N/A,N/A,3.63,36.67,1.56,,,,,,,0,7.50,8.00,7.70,8.20,N/A,7.85,,N,N,N,,,,
Surviving Mars,"Simulator, Strategy","Science Fiction, Survival",Single Player,Bird view/Isometric,N/A,N/A,Removed,3.13,170.00,11.77,,,,,,,0,7.80,7.40,7.70,7.60,7.30,7.56,,N,N,N,Removed from PS+ after download.,,,
Surviving the Aftermath,"Simulator, Strategy","Survival, Open World",Single Player,Bird view/Isometric,Playstation Plus,Drive 2,Unplayed,3.00,42.03,4.96,,,,,,,0,6.60,5.30,7.10,6.90,N/A,6.48,,Y,N,N,,,,
Sword Art Online Alicization Lycoris,"Role-playing (RPG), Adventure","Action, Fantasy, Science Fiction","Single Player, Co-operative",Third Person,N/A,N/A,N/A,3.06,226.27,N/A,,,,,,,0,5.00,5.70,5.40,5.80,N/A,5.48,0,N,N,Y,,,,
Sword Art Online Last Recollection,"Role-playing (RPG), Adventure",Action,"Single Player, Co-operative",,N/A,N/A,N/A,4.00,73.00,N/A,,,,,,,0,7.20,N/A,6.80,6.50,N/A,6.83,0,N,N,Y,,,,
Sword Art Online Re: Hollow Fragment,Role-playing (RPG),Action,"Single Player, Multiplayer, Co-operative",Third Person,N/A,N/A,N/A,3.12,218.88,N/A,,,,,,,0,5.50,6.90,6.50,6.50,6.41,6.36,0,N,N,Y,,,,
Sword Art Online: Fatal Bullet,"Shooter, Role-playing (RPG)","Action, Fantasy, Science Fiction, Warfare","Single Player, Multiplayer, Co-operative",Third Person,Digital Download,Drive 4,Unplayed,3.01,227.03,33.02,,,,,,,0,5.90,6.10,6.70,6.40,6.20,6.26,0,Y,N,Y,,,,
Sword Art Online: Hollow Realization,"Role-playing (RPG), Adventure","Action, Fantasy","Single Player, Multiplayer, Co-operative",Third Person,N/A,N/A,N/A,2.99,270.15,N/A,,,,,,,0,6.70,6.90,6.80,6.90,6.51,6.76,0,N,N,Y,,,,
Sword Art Online: Lost Song,Role-playing (RPG),"Action, Fantasy","Single Player, Multiplayer, Co-operative",Third Person,N/A,N/A,N/A,2.87,65.02,N/A,,,,,,,0,6.00,6.80,6.40,6.30,6.23,6.35,0,N,N,Y,,,,
Sword of the Vagrant,"Fighting, Platform, Role-playing (RPG), Adventure",Action,Single Player,,Digital Download,Drive 2,Unplayed,3.61,28.50,2.47,,,,,,,0,7.00,5.50,6.00,8.50,N/A,6.75,0,Y,N,Y,,,,
Syberia - The World Before,"Point-and-click, Puzzle, Adventure",Mystery,Single Player,Third Person,Digital Download,Drive 3,Unplayed,4.00,15.50,4.84,,,,,,,0,8.70,8.30,8.00,8.10,N/A,8.28,,Y,N,N,,,,
Syphon Filter,Shooter,"Action, Stealth, Warfare",Single Player,Third Person,Playstation Plus,Drive 3,Unplayed,3.40,14.50,2.99,,,,,,,0,9.50,9.00,6.00,9.00,8.69,8.44,,Y,N,N,,,,
Syphon Filter 2,Shooter,"Action, Stealth, Warfare","Single Player, Multiplayer, Split Screen",Third Person,Playstation Plus,Drive 3,Unplayed,3.86,11.00,6.34,,,,,,,0,8.90,8.00,N/A,N/A,8.15,8.35,,Y,N,N,,,,
Syphon Filter 3,Shooter,"Action, Stealth, Warfare","Single Player, Multiplayer",Third Person,Playstation Plus,Drive 3,Unplayed,3.29,9.50,2.73,,,,,,,0,7.50,7.70,N/A,7.30,7.46,7.49,,Y,N,N,,,,
Syphon Filter: Dark Mirror,Shooter,"Action, Thriller, Stealth","Single Player, Multiplayer",Third Person,Playstation Plus,Drive 3,Unplayed,3.20,15.00,2.69,,,,,,,0,9.30,7.40,N/A,8.70,8.71,8.53,,Y,N,Y,,,,
Syphon Filter: Logan's Shadow,Shooter,"Action, Thriller, Stealth","Single Player, Multiplayer",Third Person,Playstation Plus,Drive 3,Unplayed,3.40,13.00,2.65,,,,,,,0,9.50,7.80,N/A,8.50,8.42,8.55,,Y,N,N,,,,
System Shock,"Shooter, Role-playing (RPG), Adventure","Action, Science Fiction, Horror",Single Player,First Person,N/A,N/A,N/A,3.50,32.00,4.36,,,,,,,0,9.00,8.00,7.70,7.80,8.23,8.15,,N,N,N,,,,
System Shock 2: 25th Anniversary Remaster,"Shooter, Puzzle, Role-playing (RPG), Adventure","Action, Science Fiction, Horror, Survival, Stealth, Open World","Single Player, Multiplayer, Co-operative",First Person,N/A,N/A,N/A,3.00,34.50,N/A,,,,,,,0,9.00,8.80,8.10,8.40,N/A,8.58,,N,N,N,,,,
Tacoma,"Adventure, Indie","Science Fiction, Drama, Mystery",Single Player,First Person,N/A,N/A,N/A,1.30,8.78,N/A,,,,,,,0,8.50,7.80,7.70,7.60,8.13,7.95,,N,N,N,,,,
Tails of Iron,"Platform, Role-playing (RPG), Adventure, Indie","Action, Fantasy",Single Player,Side View,Digital Download,Drive 4,Unplayed,3.67,40.35,1.91,,,,,,,0,7.70,9.00,8.30,8.10,N/A,8.28,0,Y,N,Y,,,,
Tails of Iron 2,"Role-playing (RPG), Adventure, Indie",Action,Single Player,Side View,Digital Download,Drive 4,Unplayed,3.75,18.18,2.73,,,,,,,0,7.60,9.00,8.00,7.70,N/A,8.08,0,Y,N,N,,,,
Tails of Iron 2: Whiskers of Winter,"Role-playing (RPG), Adventure, Indie",Action,Single Player,Side View,N/A,N/A,N/A,N/A,17.27,N/A,,,,,,,0,8.20,9.00,8.00,8.10,N/A,8.33,,N,N,N,,,,
Tales from the Borderlands,"Point-and-click, Puzzle, Adventure","Action, Science Fiction, Comedy",Single Player,Third Person,N/A,N/A,N/A,1.51,14.00,25.06,,,,,,,0,7.00,8.80,8.70,8.50,8.65,8.33,,N,N,N,,,,
Tales of Arise,"Role-playing (RPG), Adventure","Action, Fantasy",Single Player,Third Person,N/A,N/A,Removed,3.09,73.50,58.58,1,,,1,,,2,9.00,8.70,8.70,8.70,N/A,8.78,0,N,Y,Y,Removed from PS+ after download,,,
Tales of Berseria,Role-playing (RPG),"Action, Fantasy, Open World","Single Player, Multiplayer, Co-operative",Third Person,N/A,N/A,N/A,2.95,154.00,12.60,,,,,,,0,8.80,8.20,8.00,7.90,8.05,8.19,,N,N,Y,,,,
Tales of Graces F Remastered,"Role-playing (RPG), Adventure","Action, Fantasy, Science Fiction",Single Player,Third Person,N/A,N/A,N/A,4.60,91.40,N/A,,,,,,,0,8.00,8.00,8.30,8.20,7.88,8.08,0,N,N,N,,,,
Tales of Symphonia Remastered,"Role-playing (RPG), Adventure","Action, Fantasy",Single Player,Third Person,Digital Download,Drive 4,Unplayed,3.21,186.00,10.38,,,,,,,0,8.70,6.10,6.60,6.30,N/A,6.93,0,Y,N,Y,Removed from PS+ after download.,,,
Tales of Vesperia: Definitive Edition,"Role-playing (RPG), Adventure",Action,"Single Player, Multiplayer, Co-operative",Third Person,Digital Download,Drive 4,Unplayed,3.10,41.00,30.98,,,,1,,,1,7.90,8.20,8.30,8.10,8.05,8.11,0,Y,N,Y,Removed from PS+ after download.,,,
Tales of Zestiria,Role-playing (RPG),"Action, Fantasy, Open World","Single Player, Multiplayer",Third Person,Digital Download,Drive 4,Unplayed,3.03,134.00,12.22,,,,,,,0,7.80,7.70,7.10,7.20,7.37,7.43,0,Y,N,Y,Removed from PS+ after download.,,,
